title,conf,year,repo_name,repo_owner,created_at,stars_count,forks_count,subscribers_count,network_count,language,license,organization
Non-monotone Continuous DR-submodular  Maximization: Structure and Algorithms,NIPS,2017,non-monotone-dr-submodular,bianan,2017-11-03 18:23:06,4,0,0,0,Matlab,MIT License,
Unifying PAC and Regret: Uniform PAC Bounds for Episodic Reinforcement Learning,NIPS,2017,FiniteEpisodicRL.jl,chrodan,2017-03-02 20:27:20,3,1,1,1,Julia,MIT License,
On Structured Prediction Theory with Calibrated Convex Surrogate Losses,NIPS,2017,consistentSurrogates_derivations,aosokin,2017-03-03 15:42:11,4,0,1,0,Matlab,Apache License 2.0,
Expectation Propagation with Stochastic Kinetic Model in Complex Interaction Systems,NIPS,2017,Expectation-Propagation-with-Stochastic-Kinetic-Model-in-Complex-Interaction-Systems,lefangcs,2017-11-01 16:43:14,3,2,1,2,R,,
Toward Goal-Driven Neural Network Models for the Rodent Whisker-Trigeminal System,NIPS,2017,whisker_model,neuroailab,2017-10-23 04:24:44,3,2,3,2,C++,,neuroailab
Near-Optimal Edge Evaluation in Explicit Generalized Binomial Graphs,NIPS,2017,matlab_learning_collision_checking,sanjibac,2017-11-03 21:36:02,3,3,0,3,Matlab,"BSD 3-Clause ""New"" or ""Revised"" License",
A Unified View of Multi-Label Performance Measures,ICML,2017,LIMO,YuriWu,2017-07-02 10:46:13,2,4,2,4,Matlab,,
Deep Latent Dirichlet Allocation with Topic-Layer-Adaptive Stochastic Gradient Riemannian MCMC,ICML,2017,DeepLDA_TLASGR_MCMC,mingyuanzhou,2018-03-02 05:21:23,3,0,1,0,Matlab,MIT License,
Tensor Belief Propagation,ICML,2017,tbp,akxlr,2017-12-31 00:44:22,5,1,3,1,C++,MIT License,
Compatible Reward Inverse Reinforcement Learning,NIPS,2017,crirl,albertometelli,2017-10-27 17:30:01,3,1,1,1,Python,,
Adversarial Surrogate Losses for Ordinal Regression,NIPS,2017,adversarial-ordinal,rizalzaf,2017-11-04 03:34:25,3,1,1,1,Julia,,
Alternating Direction Graph Matching,CVPR,2017,adgm,netw0rkf10w,2017-08-07 22:20:25,3,1,3,1,C++,,
A framework for Multi-A(rmed)/B(andit) Testing with Online FDR Control,NIPS,2017,MABFDR,fanny-yang,2017-11-04 08:27:55,3,1,1,1,Python,,
Encoder Based Lifelong Learning,ICCV,2017,Encoder-Based-Lifelong-learning,rahafaljundi,2017-10-18 13:29:00,4,2,2,2,Matlab,Other,
R-FCN: Object Detection via Region-based Fully Convolutional Networks,NIPS,2016,R-FCN,daijifeng001,2016-06-17 07:50:23,1006,483,75,483,Matlab,Other,
Deep Residual Learning for Image Recognition,CVPR,2016,deep-residual-networks,KaimingHe,2016-02-01 13:07:00,4443,1744,300,1744,,MIT License,
Combining Markov Random Fields and Convolutional Neural Networks for Image Synthesis,CVPR,2016,CNNMRF,chuanli11,2015-11-22 15:44:23,727,133,50,133,Lua,MIT License,
Synthetic Data for Text Localisation in Natural Images,CVPR,2016,SynthText,ankush-me,2016-09-11 21:27:36,774,313,48,313,Python,Apache License 2.0,
Instance-Aware Semantic Segmentation via Multi-Task Network Cascades,CVPR,2016,MNC,daijifeng001,2016-06-21 08:13:49,432,182,41,182,Python,Other,
Learning Multi-Domain Convolutional Neural Networks for Visual Tracking,CVPR,2016,MDNet,HyeonseobNam,2016-01-15 05:12:16,345,155,44,155,C++,Other,
Convolutional Two-Stream Network Fusion for Video Action Recognition,CVPR,2016,twostreamfusion,feichtenhofer,2016-04-22 08:47:54,338,133,21,133,Cuda,Other,
Deep Metric Learning via Lifted Structured Feature Embedding,CVPR,2016,Deep-Metric-Learning-CVPR16,rksltnl,2016-03-11 04:03:21,248,110,15,110,Matlab,MIT License,
Learning Deep Representations of Fine-Grained Visual Descriptions,CVPR,2016,cvpr2016,reedscot,2016-05-30 19:59:31,227,80,16,80,Lua,MIT License,
Eye Tracking for Everyone,CVPR,2016,GazeCapture,CSAILVision,2017-01-22 21:01:02,221,83,33,83,Matlab,Other,CSAILVision
NetVLAD: CNN Architecture for Weakly Supervised Place Recognition,CVPR,2016,netvlad,Relja,2015-11-23 13:33:58,200,73,19,73,Matlab,MIT License,
Joint Unsupervised Learning of Deep Representations and Image Clusters,CVPR,2016,JULE.torch,jwyang,2016-04-08 05:06:16,182,62,22,62,Matlab,MIT License,
Staple: Complementary Learners for Real-Time Tracking,CVPR,2016,staple,bertinetto,2016-03-30 15:01:54,179,95,16,95,Matlab,MIT License,
Temporal Action Localization in Untrimmed Videos via Multi-Stage CNNs,CVPR,2016,scnn,zhengshou,2016-04-11 04:49:57,167,80,10,80,Jupyter Notebook,Other,
LocNet: Improving Localization Accuracy for Object Detection,CVPR,2016,LocNet,gidariss,2016-04-04 17:27:44,155,90,13,90,Matlab,Other,
Shallow and Deep Convolutional Networks for Saliency Prediction,CVPR,2016,saliency-2016-cvpr,imatge-upc,2015-06-15 15:03:42,153,69,13,69,Python,MIT License,imatge-upc
Compact Bilinear Pooling,CVPR,2016,compact_bilinear_pooling,gy20073,2016-03-22 21:23:57,146,60,12,60,Jupyter Notebook,,
Learning Compact Binary Descriptors With Unsupervised Deep Neural Networks,CVPR,2016,cvpr16-deepbit,kevinlin311tw,2016-04-13 15:08:56,144,76,18,76,C++,Other,
Deep Sliding Shapes for Amodal 3D Object Detection in RGB-D Images,CVPR,2016,DeepSlidingShape,shurans,2016-02-09 22:14:01,126,53,16,53,C++,,
Dynamic Image Networks for Action Recognition,CVPR,2016,dynamic-image-nets,hbilen,2016-03-22 16:40:19,132,62,13,62,Matlab,,
TI-Pooling: Transformation-Invariant Pooling for Feature Learning in Convolutional Neural Networks,CVPR,2016,TI-pooling,dlaptev,2016-08-14 19:41:45,109,16,6,16,Python,Other,
Natural Language Object Retrieval,CVPR,2016,natural-language-object-retrieval,ronghanghu,2015-12-28 20:51:03,100,47,4,47,Jupyter Notebook,Other,
Weakly Supervised Deep Detection Networks,CVPR,2016,WSDDN,hbilen,2016-03-23 10:20:09,100,45,12,45,Matlab,,
Image Question Answering Using Convolutional Neural Network With Dynamic Parameter Prediction,CVPR,2016,DPPnet,HyeonwooNoh,2016-01-17 14:08:40,88,47,11,47,Lua,Other,
A Comparative Study for Single Image Blind Deblurring,CVPR,2016,cvpr16_deblur_study,phoenix104104,2016-04-16 22:22:36,81,39,8,39,Matlab,,
Recurrent Convolutional Network for Video-Based Person Re-Identification,CVPR,2016,Recurrent-Convolutional-Video-ReID,niallmcl,2016-08-08 15:16:10,82,47,4,47,Lua,,
Neural Module Networks,CVPR,2016,nmn2,jacobandreas,2015-11-11 20:04:52,339,79,22,79,Python,Apache License 2.0,
Stacked Attention Networks for Image Question Answering,CVPR,2016,imageqa-san,zcyang,2016-03-08 04:46:53,78,48,9,48,Python,,
Progressive Prioritized Multi-View Stereo,CVPR,2016,hpmvs,alexlocher,2016-04-10 13:43:36,73,32,20,32,C++,GNU General Public License v3.0,
A Hierarchical Deep Temporal Model for Group Activity Recognition,CVPR,2016,deep-activity-rec,mostafa-saad,2016-04-04 16:06:55,71,22,7,22,C++,"BSD 2-Clause ""Simplified"" License",
Robust 3D Hand Pose Estimation in Single Depth Images: From Single-View CNN to Multi-View CNNs,CVPR,2016,CVPR2016_HandPoseEstimation,geliuhao,2016-07-27 03:12:04,68,37,13,37,C++,,
Towards Open Set Deep Networks,CVPR,2016,OSDN,abhijitbendale,2016-07-12 18:31:17,71,22,10,22,Python,Other,
Marr Revisited: 2D-3D Alignment via Surface Normal Prediction,CVPR,2016,MarrRevisited,aayushbansal,2016-07-25 02:02:31,71,24,9,24,Matlab,Other,
Deep Compositional Captioning: Describing Novel Object Categories Without Paired Training Data,CVPR,2016,DCC,LisaAnne,2016-06-06 07:55:01,56,25,5,25,Jupyter Notebook,,
Video Segmentation via Object Flow,CVPR,2016,ObjectFlow,wasidennis,2016-06-13 07:50:36,50,27,6,27,C++,,
Efficient 3D Room Shape Recovery From a Single Panorama,CVPR,2016,Panoramix,YANG-H,2014-03-17 02:07:08,52,31,10,31,C++,,
CRAFT Objects From Images,CVPR,2016,CRAFT,byangderek,2016-06-07 18:00:03,40,27,4,27,Python,,
Slicing Convolutional Neural Network for Crowd Video Understanding,CVPR,2016,Slicing-CNN,amandajshao,2016-07-18 09:02:30,39,23,6,23,Jupyter Notebook,,
Deep Region and Multi-Label Learning for Facial Action Unit Detection,CVPR,2016,DRML,zkl20061823,2016-06-14 06:33:14,42,25,4,25,C++,,
Sketch Me That Shoe,CVPR,2016,DeepSBIR,seuliufeng,2016-05-20 21:40:55,38,19,5,19,Jupyter Notebook,,
A Dual-Source Approach for 3D Pose Estimation From a Single Image,CVPR,2016,3D_Pose_Estimation_CVPR2016,iqbalu,2016-07-19 18:52:34,32,28,7,28,Matlab,Other,
A Benchmark Dataset and Evaluation Methodology for Video Object Segmentation,CVPR,2016,davis-matlab,davisvideochallenge,2016-06-22 12:14:39,33,19,7,19,Matlab,MIT License,davisvideochallenge
Deep Saliency With Encoded Low Level Distance Map and High Level Features,CVPR,2016,SaliencyELD,gylee1103,2016-04-13 16:36:04,34,18,3,18,Jupyter Notebook,,
Non-Local Image Dehazing,CVPR,2016,non-local-dehazing,danaberman,2017-01-18 09:45:53,44,16,5,16,Matlab,Other,
Learning Local Image Descriptors With Deep Siamese and Triplet Convolutional Networks by Minimising Global Loss Functions,CVPR,2016,deep-patchmatch,vijaykbg,2016-07-30 15:59:00,30,16,2,16,Matlab,Apache License 2.0,
Structured Feature Learning for Pose Estimation,CVPR,2016,StructuredFeature,chuxiaoselena,2016-07-24 09:32:45,29,16,6,16,Jupyter Notebook,,
Unsupervised Learning of Edges,CVPR,2016,unsupervised_edges,happyharrycn,2016-08-01 19:24:49,27,9,3,9,C,,
PatchBatch: A Batch Augmented Loss for Optical Flow,CVPR,2016,PatchBatch,DediGadot,2016-05-21 18:24:04,27,14,6,14,HTML,,
Actionness Estimation Using Hybrid Fully Convolutional Networks,CVPR,2016,Actionness-Estimation,wanglimin,2016-07-22 14:39:07,26,11,5,11,Matlab,,
First Person Action Recognition Using Deep Learned Descriptors,CVPR,2016,EgoConvNet,suriyasingh,2016-04-09 06:47:01,21,19,2,19,C++,,
Detecting Vanishing Points Using Global Image Context in a Non-Manhattan World,CVPR,2016,gc-horizon-detector,viibridges,2016-06-19 21:14:20,22,10,4,10,C,MIT License,
Proposal Flow,CVPR,2016,ProposalFlow,bsham,2016-03-28 19:23:14,20,8,5,8,Matlab,,
Accumulated Stability Voting: A Robust Descriptor From Descriptors of Multiple Scales,CVPR,2016,ASV,shamangary,2016-04-04 05:19:16,19,21,6,21,C,Apache License 2.0,
Scale-Aware Alignment of Hierarchical Image Segmentation,CVPR,2016,align-hier,yuhuayc,2016-04-10 13:33:19,18,3,4,3,Matlab,,
Semantic Segmentation With Boundary Neural Fields,CVPR,2016,BNF_globalization,gberta,2016-02-26 14:35:37,19,9,3,9,HTML,,
Bottom-Up and Top-Down Reasoning With Hierarchical Rectified Gaussians,CVPR,2016,rg-mpii,peiyunh,2016-01-26 03:59:12,16,12,2,12,Matlab,,
Single-Image Crowd Counting via Multi-Column Convolutional Neural Network,CVPR,2016,ShanghaiTechDataset,desenzhou,2017-11-09 11:53:06,4,1,1,1,,"BSD 2-Clause ""Simplified"" License",
ReconNet: Non-Iterative Reconstruction of Images From Compressively Sensed Measurements,CVPR,2016,ReconNet,KuldeepKulkarni,2016-06-19 16:17:45,15,13,3,13,Matlab,MIT License,
Similarity Learning With Spatial Constraints for Person Re-Identification,CVPR,2016,SCSP,dapengchen123,2016-06-21 11:49:12,11,7,5,7,Matlab,,
Personalizing Human Video Pose Estimation,CVPR,2016,personalized_pose,jjcharles,2016-09-27 18:49:31,10,12,5,12,Matlab,,
Unsupervised Learning From Narrated Instruction Videos,CVPR,2016,instructionVideos,jalayrac,2016-07-27 06:46:25,7,4,2,4,Matlab,MIT License,
Region Ranking SVM for Image Classification,CVPR,2016,Region-Ranking-SVM,zijunwei,2016-07-04 20:53:53,8,1,1,1,MATLAB,,
Where to Look: Focus Regions for Visual Question Answering,CVPR,2016,wtl_vqa,kevjshih,2016-06-04 21:43:35,7,5,2,5,Matlab,,
Pairwise Matching Through Max-Weight Bipartite Belief Propagation,CVPR,2016,HungarianBP,zzhang1987,2016-04-16 02:27:33,8,6,1,6,Matlab,,
Detecting Migrating Birds at Night,CVPR,2016,BirdDetection,jbhuang0604,2016-04-08 21:49:11,7,2,2,2,,,
Efficient and Robust Color Consistency for Community Photo Collections,CVPR,2016,photo_consistency,syncle,2018-01-10 01:15:16,6,1,1,1,Matlab,,
Functional Faces: Groupwise Dense Correspondence Using Functional Maps,CVPR,2016,funcFaces,cazhang,2016-11-25 16:27:31,5,4,1,4,Matlab,,
Beyond Local Search: Tracking Objects Everywhere With Instance-Specific Proposals,CVPR,2016,EBT,GaoCode,2016-08-24 20:58:15,5,1,1,1,,,
Learning a Discriminative Null Space for Person Re-Identification,CVPR,2016,NullSpace_ReID,lzrobots,2018-01-29 18:14:02,8,4,1,4,Matlab,,
Visual Tracking Using Attention-Modulated Disintegration and Integration,CVPR,2016,SCT,jongwon20000,2017-11-29 04:42:28,5,3,0,3,Matlab,"BSD 2-Clause ""Simplified"" License",
Improving Human Action Recognition by Non-Action Classification,CVPR,2016,NonActionShot,yangwangx,2016-07-24 19:22:27,4,1,1,1,Matlab,,
Globally Optimal Manhattan Frame Estimation in Real-Time,CVPR,2016,mf_estimation,Kyungdon,2016-07-27 12:28:24,7,3,2,3,Matlab,,
Prior-Less Compressible Structure From Motion,CVPR,2016,compressible-sfm,kongchen1992,2016-05-20 00:44:04,4,3,1,3,Matlab,,
Context-Aware Gaussian Fields for Non-Rigid Point Set Registration,CVPR,2016,CA-LapGF-Demo,gwang-cv,2016-06-16 17:48:33,3,1,1,1,,,
Force From Motion: Decoding Physical Sensation in a First Person Video,CVPR,2016,Force_from_Motion_Gravity_Models,jyhjinghwang,2016-07-06 16:06:42,3,2,1,2,,,
DenseCap: Fully Convolutional Localization Networks for Dense Captioning,CVPR,2016,densecap,jcjohnson,2015-12-01 02:10:48,1170,366,77,366,Jupyter Notebook,MIT License,
Conditional Random Fields as Recurrent Neural Networks,ICCV,2015,crfasrnn,torrvision,2015-09-30 19:47:15,1181,449,87,449,MATLAB,Other,torrvision
Fully Convolutional Networks for Semantic Segmentation,CVPR,2015,fcn.berkeleyvision.org,shelhamer,2015-06-10 00:27:59,2077,1131,172,1131,Python,,
Learning Deconvolution Network for Semantic Segmentation,ICCV,2015,DeconvNet,HyeonwooNoh,2015-06-17 14:22:01,296,139,21,139,Matlab,Other,
Learning to Compare Image Patches via Convolutional Neural Networks,CVPR,2015,cvpr15deepcompare,szagoruyko,2015-05-29 20:58:53,298,131,35,131,C++,Other,
Learning to Track: Online Multi-Object Tracking by Decision Making,ICCV,2015,MDP_Tracking,yuxng,2015-02-02 22:03:20,306,149,22,149,Matlab,Other,
Single Image Super-Resolution From Transformed Self-Exemplars,CVPR,2015,SelfExSR,jbhuang0604,2015-06-01 23:27:48,283,156,23,156,Matlab,,
Hierarchical Convolutional Features for Visual Tracking,ICCV,2015,CF2,jbhuang0604,2015-09-18 20:10:41,179,106,23,106,Matlab,MIT License,
Render for CNN: Viewpoint Estimation in Images Using CNNs Trained With Rendered 3D Model Views,ICCV,2015,RenderForCNN,ShapeNet,2015-09-17 04:16:10,175,73,23,73,Matlab,Other,ShapeNet
Realtime Edge-Based Visual Odometry for a Monocular Camera,ICCV,2015,rebvo,JuanTarrio,2016-02-15 21:01:41,172,77,20,77,Objective-C,GNU General Public License v3.0,
Understanding Deep Image Representations by Inverting Them,CVPR,2015,deep-goggle,aravindhm,2015-03-04 14:25:56,154,75,16,75,Matlab,"BSD 2-Clause ""Simplified"" License",
Context-Aware CNNs for Person Head Detection,ICCV,2015,cnn_head_detection,aosokin,2015-11-26 13:47:51,153,63,15,63,Matlab,MIT License,
Face Alignment by Coarse-to-Fine Shape Searching,CVPR,2015,CVPR15-CFSS,zhusz,2015-07-25 08:03:21,138,120,20,120,Matlab,"BSD 3-Clause ""New"" or ""Revised"" License",
"Depth-Based Hand Pose Estimation: Data, Methods, and Challenges",ICCV,2015,deep_hand_pose,jsupancic,2015-09-22 23:58:25,119,62,26,62,C++,Other,
Massively Parallel Multiview Stereopsis by Surface Normal Diffusion,ICCV,2015,gipuma,kysucix,2015-11-19 15:25:23,104,65,19,65,C++,GNU General Public License v3.0,
Learning to Propose Objects,CVPR,2015,lpo,philkr,2015-04-10 23:40:15,90,50,8,50,C++,,
Unsupervised Visual Representation Learning by Context Prediction,ICCV,2015,deepcontext,cdoersch,2015-11-01 23:54:53,72,33,10,33,Python,MIT License,
Discriminative Learning of Deep Convolutional Feature Point Descriptors,ICCV,2015,deepdesc-release,etrulls,2015-09-24 09:00:50,76,33,20,33,Lua,Other,
Saliency Detection by Multi-Context Deep Learning,CVPR,2015,deepsaldet,Robert0812,2015-04-29 14:25:40,66,45,7,45,C++,,
Deep Filter Banks for Texture Recognition and Segmentation,CVPR,2015,deep-fbanks,mcimpoi,2015-07-28 13:26:53,66,29,9,29,Matlab,,
Finding Action Tubes,CVPR,2015,ActionTubes,gkioxari,2015-04-24 22:29:21,51,37,3,37,Jupyter Notebook,Other,
Category-Specific Object Reconstruction From a Single Image,CVPR,2015,CategoryShapes,akar43,2015-05-22 05:28:41,48,31,6,31,Matlab,,
Learning From Massive Noisy Labeled Data for Image Classification,CVPR,2015,noisy_label,Cysu,2015-10-06 02:57:15,44,20,5,20,Python,,
P-CNN: Pose-Based CNN Features for Action Recognition,ICCV,2015,P-CNN,gcheron,2015-11-18 13:56:17,45,22,7,22,Matlab,MIT License,
Neural Activation Constellations: Unsupervised Part Model Discovery With Convolutional Networks,ICCV,2015,part_constellation_models,cvjena,2015-11-27 17:03:34,35,18,9,18,Matlab,,cvjena
Mid-Level Deep Pattern Mining,CVPR,2015,MDPM,yaoliUoA,2015-03-04 23:05:09,34,22,4,22,Matlab,GNU General Public License v2.0,
Car That Knows Before You Do: Anticipating Maneuvers via Learning Temporal Driving Models,ICCV,2015,ICCV2015_Brain4Cars,asheshjain399,2015-11-20 06:43:55,33,28,10,28,Matlab,Other,
TILDE: A Temporally Invariant Learned DEtector,CVPR,2015,TILDE,kmyid,2015-05-19 15:41:24,30,21,4,21,Matlab,,
PoseNet: A Convolutional Network for Real-Time 6-DOF Camera Relocalization,ICCV,2015,tensorflow-posenet,kentsommer,2016-11-28 07:37:00,195,43,11,43,Python,MIT License,
Deeply Learned Attributes for Crowded Scene Understanding,CVPR,2015,www_deep_crowd,amandajshao,2015-09-01 06:14:05,27,22,7,22,C,,
"Understanding Tools: Task-Oriented Object Modeling, Learning and Recognition",CVPR,2015,Kinect2Toolbox,xiaozhuchacha,2016-10-04 04:17:12,27,8,2,8,C++,MIT License,
Viewpoints and Keypoints,CVPR,2015,ViewpointsAndKeypoints,shubhtuls,2015-05-30 11:56:27,25,20,2,20,Matlab,,
Data-Driven 3D Voxel Patterns for Object Category Recognition,CVPR,2015,3DVP,yuxng,2014-06-03 01:18:32,23,16,3,16,Matlab,MIT License,
Holistically-Nested Edge Detection,ICCV,2015,hed,s9xie,2015-10-01 04:07:31,863,329,51,329,C++,Other,
Reconstructing the World* in Six Days *(As Captured by the Yahoo 100 Million Image Dataset),CVPR,2015,streaming_connected_component_discovery,jheinly,2016-10-25 14:04:08,25,8,4,8,C++,GNU General Public License v3.0,
Understanding Deep Features With Computer-Generated Imagery,ICCV,2015,features_analysis,mathieuaubry,2015-09-05 22:54:24,19,11,3,11,Python,MIT License,
Learning Large-Scale Automatic Image Colorization,ICCV,2015,iccv15_lscolorization,aditya12agd5,2016-01-25 20:26:24,17,7,1,7,Matlab,,
HICO: A Benchmark for Recognizing Human-Object Interactions in Images,ICCV,2015,hico_benchmark,ywchao,2015-12-12 22:59:16,18,8,1,8,Matlab,,
3D Object Reconstruction From Hand-Object Interactions,ICCV,2015,InHandScanningICCV15_Reconstruction,dimtziwnas,2015-11-20 16:56:08,15,9,2,9,C++,,
Learning Temporal Embeddings for Complex Video Analysis,ICCV,2015,videovector,eevignesh,2015-12-09 00:52:17,14,10,3,10,C++,Other,
Learning to See by Moving,ICCV,2015,learning-to-see-by-moving,pulkitag,2016-07-24 22:11:08,14,8,4,8,Python,"BSD 3-Clause ""New"" or ""Revised"" License",
Oriented Edge Forests for Boundary Detection,CVPR,2015,oef,samhallman,2015-07-15 05:58:45,13,9,2,9,Matlab,,
High Quality Structure From Small Motion for Rolling Shutter Cameras,ICCV,2015,SfSM,sunghoonim,2017-01-25 01:09:51,9,4,3,4,Matlab,GNU General Public License v3.0,
Robust Image Filtering Using Joint Static and Dynamic Guidance,CVPR,2015,SDFilter,bsham,2016-04-05 16:41:55,10,5,2,5,Matlab,,
Convolutional Channel Features,ICCV,2015,CCF,byangderek,2016-06-06 07:59:28,8,5,1,5,Jupyter Notebook,,
Boosting Object Proposals: From Pascal to COCO,ICCV,2015,BOP,jponttuset,2015-09-09 11:01:30,8,5,1,5,Matlab,,
Piecewise Flat Embedding for Image Segmentation,ICCV,2015,PFE,chaoweifang,2018-01-02 12:15:28,7,4,1,4,C++,,
Simpler Non-Parametric Methods Provide as Good or Better Results to Multiple-Instance Learning,ICCV,2015,np-mil,ragavvenkatesan,2015-12-08 23:01:45,7,2,2,2,Matlab,Other,
Finding Distractors In Images,CVPR,2015,distractors,ohadf,2015-07-13 04:55:02,6,3,1,3,Matlab,,
Towards Open World Recognition,CVPR,2015,OWR,abhijitbendale,2017-10-16 15:12:32,6,4,2,4,Matlab,,
Learning a Descriptor-Specific 3D Keypoint Detector,ICCV,2015,Keypoint-Learning,CVLAB-Unibo,2016-03-18 11:20:19,10,8,3,8,C++,,CVLAB-Unibo
Mining Semantic Affordances of Visual Object Categories,CVPR,2015,semantic_affordance,ywchao,2015-06-16 01:21:25,5,4,2,4,Matlab,,
Dense Semantic Correspondence Where Every Pixel is a Classifier,ICCV,2015,epic,hbristow,2015-12-16 18:30:59,5,2,2,2,Python,"BSD 3-Clause ""New"" or ""Revised"" License",
Superdifferential Cuts for Binary Energies,CVPR,2015,SDC_CVPR2015,t-taniai,2015-06-27 00:05:38,4,4,2,4,Matlab,,
Efficient Minimal-Surface Regularization of Perspective Depth Maps in Variational Stereo,CVPR,2015,surface-area-regularization,VLOGroup,2017-06-06 09:25:50,4,4,5,4,Python,,VLOGroup
Pose Induction for Novel Object Categories,ICCV,2015,poseInduction,shubhtuls,2015-09-24 18:12:44,4,5,1,5,Matlab,,
Low-Rank Matrix Factorization Under General Mixture Noise Distributions,ICCV,2015,PMoEP,xiangyongcao,2016-12-22 10:00:11,4,3,1,3,Matlab,,
Multi-Label Cross-Modal Retrieval,ICCV,2015,ml-CCA,Viresh-R,2018-03-23 05:40:55,4,0,1,0,Matlab,,
Hyperspectral Super-Resolution by Coupled Spectral Unmixing,ICCV,2015,SupResPALM,lanha,2016-09-02 14:57:06,3,4,1,4,Matlab,MIT License,
Minimum Barrier Salient Object Detection at 80 FPS,ICCV,2015,MBS,jimmie33,2016-04-08 19:33:22,13,12,1,12,C++,Other,
Robust Saliency Detection via Regularized Random Walks Ranking,CVPR,2015,rr,yuanyc06,2016-10-19 10:34:43,3,1,2,1,Matlab,,
Segment Graph Based Image Filtering: Fast Structure-Preserving Smoothing,ICCV,2015,SGF,feihuzhang,2016-10-26 18:20:04,5,0,0,0,C++,MIT License,
Unsupervised Generation of a Viewpoint Annotated Car Dataset From Videos,ICCV,2015,unsup-car-dataset,lmb-freiburg,2017-09-05 14:57:28,5,0,6,0,Matlab,GNU General Public License v3.0,lmb-freiburg
Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,CVPR,2014,rcnn,rbgirshick,2014-03-13 22:46:18,1674,816,178,816,Matlab,"BSD 2-Clause ""Simplified"" License",
Locally Optimized Product Quantization for Approximate Nearest Neighbor Search,CVPR,2014,lopq,yahoo,2015-12-22 21:40:24,431,109,41,109,Python,Apache License 2.0,yahoo
Clothing Co-Parsing by Joint Image Segmentation and Labeling,CVPR,2014,clothing-co-parsing,bearpaw,2015-04-06 08:03:53,213,60,13,60,Matlab,Apache License 2.0,
Multiscale Combinatorial Grouping,CVPR,2014,mcg,jponttuset,2014-12-10 09:44:07,183,112,12,112,Matlab,Other,
Cross-Scale Cost Aggregation for Stereo Matching,CVPR,2014,CrossScaleStereo,rookiepig,2014-03-03 02:28:22,103,67,18,67,C++,GNU General Public License v2.0,
3D Reconstruction from Accidental Motion,CVPR,2014,tiny,fyu,2017-07-13 05:34:37,42,10,3,10,C++,,
Scene-Independent Group Profiling in Crowd,CVPR,2014,crowd_group_profile,amandajshao,2014-07-03 10:54:44,28,34,6,34,Matlab,,
Shrinkage Fields for Effective Image Restoration,CVPR,2014,shrinkage-fields,uschmidt83,2014-05-07 12:26:00,25,13,3,13,Matlab,Other,
Learning Mid-level Filters for Person Re-identification,CVPR,2014,midfilter_reid,Robert0812,2015-01-19 13:47:29,20,14,4,14,Matlab,,
Minimal Scene Descriptions from Structure from Motion Models,CVPR,2014,minimal_scene,caosong,2014-10-06 17:34:40,20,8,2,8,C++,"BSD 3-Clause ""New"" or ""Revised"" License",
Fast Edge-Preserving PatchMatch for Large Displacement Optical Flow,CVPR,2014,EPPM,linchaobao,2016-12-14 15:07:27,18,4,3,4,Cuda,MIT License,
Seeing 3D Chairs: Exemplar Part-based 2D-3D Alignment using a Large Dataset of CAD Models,CVPR,2014,seeing3Dchairs,mathieuaubry,2014-07-22 21:57:19,15,10,5,10,Matlab,MIT License,
StoryGraphs: Visualizing Character Interactions as a Timeline,CVPR,2014,StoryGraphs_CVPR2014,makarandtapaswi,2014-12-01 21:20:18,12,7,1,7,Matlab,Other,
Nonparametric Part Transfer for Fine-grained Recognition,CVPR,2014,finegrained-cvpr2014,cvjena,2014-05-13 09:02:36,13,9,3,9,Matlab,,cvjena
Scalable Multitask Representation Learning for Scene Classification,CVPR,2014,cvpr14mtl,mlapin,2014-04-23 17:19:52,11,7,3,7,Matlab,Other,
Salient Region Detection via High-Dimensional Color Transform,CVPR,2014,Saliency-HDCT,jhkim89,2016-10-12 08:43:48,6,6,0,6,Matlab,,
